Time,SpineBase_x,SpineBase_y,SpineBase_z,SpineMid_x,SpineMid_y,SpineMid_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z,SpineShoulder_x,SpineShoulder_y,SpineShoulder_z,HandTipLeft_x,HandTipLeft_y,HandTipLeft_z,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,HandTipRight_x,HandTipRight_y,HandTipRight_z,ThumbRight_x,ThumbRight_y,ThumbRight_z
4.2000,-0.0942,0.2526,3.2487,-0.0720,0.5351,3.0952,-0.0464,0.8084,2.9256,-0.0221,0.8650,2.8615,-0.2209,0.7538,3.0436,-0.3645,0.5494,3.1544,-0.3636,0.3047,3.0980,-0.3496,0.2529,3.0901,0.1050,0.7271,3.0918,0.1639,0.4989,3.2238,0.1964,0.2636,3.1767,0.1764,0.1935,3.1545,-0.1701,0.2527,3.2035,-0.2652,-0.1496,3.1449,-0.3568,-0.5161,3.2501,-0.3126,-0.6080,3.1393,-0.0157,0.2465,3.2135,0.0148,-0.1386,3.1645,-0.0126,-0.5173,3.2335,0.0354,-0.6129,3.1114,-0.0529,0.7415,2.9707,-0.3341,0.1871,3.0925,-0.3068,0.2443,3.0779,0.1733,0.1320,3.1448,0.1975,0.1819,3.1245
4.2672,-0.0960,0.2538,3.2514,-0.0709,0.5354,3.0954,-0.0419,0.8086,2.9244,-0.0165,0.8642,2.8604,-0.2182,0.7545,3.0420,-0.3604,0.5545,3.1528,-0.3483,0.3033,3.0919,-0.3316,0.2594,3.0831,0.1075,0.7257,3.0928,0.1616,0.4992,3.2268,0.1916,0.2690,3.1847,0.1671,0.1932,3.1630,-0.1711,0.2544,3.2059,-0.2668,-0.1481,3.1466,-0.3585,-0.5126,3.2535,-0.3097,-0.6064,3.1425,-0.0186,0.2470,3.2165,0.0138,-0.1379,3.1710,-0.0130,-0.5159,3.2367,0.0279,-0.6143,3.1143,-0.0494,0.7417,2.9699,-0.3259,0.1963,3.0810,-0.2887,0.2521,3.0736,0.1570,0.1273,3.1466,0.1907,0.1831,3.1310
4.3340,-0.0967,0.2538,3.2514,-0.0709,0.5354,3.0952,-0.0419,0.8085,2.9241,-0.0142,0.8630,2.8603,-0.2171,0.7544,3.0419,-0.3591,0.5586,3.1510,-0.3423,0.3013,3.0851,-0.3269,0.2547,3.0764,0.1092,0.7243,3.0948,0.1589,0.4982,3.2291,0.1826,0.2644,3.1871,0.1588,0.1888,3.1673,-0.1714,0.2545,3.2057,-0.2703,-0.1449,3.1455,-0.3638,-0.5058,3.2650,-0.3153,-0.6044,3.1471,-0.0199,0.2468,3.2167,0.0131,-0.1381,3.1730,-0.0086,-0.5142,3.2389,0.0294,-0.6127,3.1151,-0.0493,0.7417,2.9696,-0.3035,0.1611,3.0810,-0.2839,0.2572,3.0749,0.1526,0.1240,3.1522,0.1829,0.1901,3.1382
4.4003,-0.0987,0.2531,3.2525,-0.0717,0.5350,3.0958,-0.0429,0.8081,2.9252,-0.0131,0.8627,2.8625,-0.2167,0.7536,3.0427,-0.3603,0.5582,3.1511,-0.3418,0.3007,3.0828,-0.3323,0.2529,3.0744,0.1087,0.7215,3.0992,0.1527,0.4922,3.2344,0.1753,0.2581,3.1891,0.1529,0.1828,3.1664,-0.1739,0.2540,3.2062,-0.2708,-0.1441,3.1450,-0.3611,-0.5060,3.2663,-0.3173,-0.6057,3.1496,-0.0215,0.2459,3.2185,0.0126,-0.1389,3.1720,-0.0083,-0.5139,3.2391,0.0251,-0.6102,3.1179,-0.0502,0.7413,2.9705,-0.3157,0.1929,3.0671,-0.2818,0.2378,3.0703,0.1453,0.1137,3.1504,0.1724,0.1663,3.1342
4.4671,-0.1006,0.2516,3.2531,-0.0735,0.5338,3.0976,-0.0460,0.8070,2.9297,-0.0146,0.8618,2.8672,-0.2175,0.7523,3.0440,-0.3658,0.5547,3.1501,-0.3458,0.2999,3.0804,-0.3423,0.2445,3.0716,0.1075,0.7208,3.1029,0.1468,0.4876,3.2377,0.1711,0.2531,3.1901,0.1500,0.1821,3.1633,-0.1758,0.2525,3.2060,-0.2716,-0.1459,3.1458,-0.3642,-0.5071,3.2683,-0.3273,-0.6054,3.1496,-0.0233,0.2444,3.2197,0.0102,-0.1404,3.1687,-0.0100,-0.5133,3.2399,0.0299,-0.6085,3.1176,-0.0528,0.7401,2.9740,-0.3201,0.1825,3.0690,-0.2885,0.2424,3.0753,0.1476,0.1164,3.1493,0.1737,0.1684,3.1330
4.5336,-0.1041,0.2526,3.2548,-0.0765,0.5352,3.0980,-0.0498,0.8100,2.9272,-0.0195,0.8668,2.8650,-0.2185,0.7525,3.0445,-0.3678,0.5535,3.1492,-0.3516,0.3015,3.0746,-0.3568,0.2497,3.0572,0.1060,0.7217,3.1019,0.1456,0.4886,3.2378,0.1672,0.2587,3.1857,0.1456,0.1891,3.1561,-0.1799,0.2538,3.2082,-0.2800,-0.1367,3.1449,-0.3684,-0.5043,3.2678,-0.3308,-0.6037,3.1505,-0.0260,0.2451,3.2210,0.0087,-0.1396,3.1681,-0.0117,-0.5129,3.2403,0.0285,-0.6078,3.1183,-0.0564,0.7426,2.9726,-0.3388,0.1900,3.0536,-0.3085,0.2312,3.0720,0.1363,0.1220,3.1424,0.1674,0.1696,3.1261
4.6000,-0.1075,0.2555,3.2588,-0.0793,0.5362,3.0992,-0.0529,0.8093,2.9269,-0.0258,0.8662,2.8642,-0.2216,0.7517,3.0439,-0.3713,0.5535,3.1463,-0.3661,0.3133,3.0636,-0.3598,0.2569,3.0452,0.1020,0.7210,3.0948,0.1490,0.4955,3.2321,0.1630,0.2644,3.1764,0.1374,0.1941,3.1452,-0.1835,0.2575,3.2135,-0.2867,-0.1238,3.1401,-0.3698,-0.5031,3.2673,-0.3350,-0.6009,3.1484,-0.0289,0.2473,3.2238,0.0047,-0.1375,3.1710,-0.0114,-0.5114,3.2411,0.0292,-0.6074,3.1162,-0.0593,0.7424,2.9726,-0.3374,0.1957,3.0397,-0.3166,0.2503,3.0498,0.1338,0.1299,3.1400,0.1499,0.2023,3.0959
4.6679,-0.1112,0.2532,3.2693,-0.0870,0.5309,3.1065,-0.0653,0.7987,2.9320,-0.0455,0.8496,2.8675,-0.2349,0.7376,3.0434,-0.3783,0.5503,3.1416,-0.3659,0.3139,3.0580,-0.3546,0.2526,3.0286,0.0983,0.7163,3.0877,0.1559,0.4974,3.2225,0.1581,0.2648,3.1553,0.1330,0.1956,3.1297,-0.1879,0.2547,3.2234,-0.2863,-0.1234,3.1393,-0.3649,-0.5012,3.2665,-0.3333,-0.5979,3.1477,-0.0317,0.2454,3.2345,0.0026,-0.1391,3.1758,-0.0074,-0.5121,3.2435,0.0232,-0.6044,3.1179,-0.0705,0.7333,2.9782,-0.3312,0.1890,3.0239,-0.3188,0.2556,3.0179,0.1304,0.1332,3.1151,0.1616,0.2009,3.1011
4.7351,-0.1260,0.3188,3.4473,-0.1036,0.5434,3.1872,-0.0801,0.7546,2.9199,-0.0646,0.8109,2.8564,-0.2538,0.6994,3.0452,-0.3817,0.5182,3.1242,-0.3516,0.2658,3.0330,-0.3331,0.2085,3.0282,0.0872,0.6876,3.0806,0.1587,0.4836,3.2045,0.1456,0.2468,3.1330,0.1092,0.1827,3.1171,-0.2133,0.3188,3.3997,-0.2674,-0.0140,3.1266,-0.3373,-0.4030,3.2385,-0.3334,-0.5341,3.1666,-0.0357,0.3115,3.4155,0.0227,-0.0281,3.1679,0.0047,-0.4348,3.2355,0.0173,-0.5577,3.1416,-0.0844,0.7037,2.9878,-0.3166,0.1563,3.0055,-0.2789,0.1933,3.0823,0.1026,0.1073,3.0952,0.1458,0.1846,3.0665
4.8017,-0.1334,0.3029,3.4474,-0.1104,0.5198,3.1856,-0.0873,0.7244,2.9078,-0.0786,0.7622,2.8361,-0.2715,0.6509,3.0330,-0.3830,0.4609,3.0996,-0.3388,0.2442,3.0280,-0.3068,0.1598,2.9952,0.0759,0.6403,3.0629,0.1458,0.4454,3.1677,0.1051,0.2030,3.0984,0.0690,0.1323,3.0962,-0.2215,0.3001,3.3976,-0.2708,-0.1255,3.1351,-0.3507,-0.4985,3.2708,-0.3290,-0.5978,3.1531,-0.0423,0.2986,3.4167,0.0179,-0.1411,3.1654,0.0058,-0.5105,3.2475,0.0316,-0.6017,3.1187,-0.0928,0.6750,2.9803,-0.2796,0.1097,2.9742,-0.2550,0.1413,3.0397,0.0625,0.0579,3.0928,0.0965,0.1342,3.0344
4.8673,-0.1529,0.3146,3.4916,-0.1225,0.4888,3.1953,-0.0995,0.6416,2.8936,-0.0973,0.6896,2.8290,-0.2877,0.5622,3.0229,-0.3818,0.3730,3.0841,-0.3059,0.1727,3.0029,-0.2474,0.0971,2.9607,0.0659,0.5878,3.0443,0.1344,0.3968,3.1262,0.0912,0.1770,3.0937,0.0303,0.0917,3.0645,-0.2427,0.3080,3.4389,-0.2701,-0.1330,3.1228,-0.3477,-0.5018,3.2657,-0.3184,-0.6010,3.1534,-0.0594,0.3144,3.4641,0.0106,-0.1263,3.1544,0.0085,-0.5154,3.2395,0.0423,-0.6061,3.1176,-0.1057,0.6061,2.9727,-0.2061,0.0466,2.9388,-0.2141,0.0924,2.9190,0.0089,0.0199,3.0376,0.0606,0.1139,3.0097
4.9349,-0.1578,0.2300,3.4990,-0.1391,0.3892,3.1965,-0.1200,0.5433,2.8808,-0.1011,0.5992,2.8187,-0.2923,0.4718,3.0133,-0.3496,0.2605,3.0518,-0.2017,0.0617,2.9519,-0.1529,0.0112,2.9229,0.0530,0.5092,3.0314,0.1126,0.3033,3.0864,0.0380,0.0917,3.0613,0.0211,0.0543,3.0556,-0.2433,0.2200,3.4480,-0.2760,-0.1444,3.1154,-0.3460,-0.5041,3.2618,-0.3089,-0.6034,3.1477,-0.0687,0.2347,3.4693,0.0055,-0.1202,3.1062,0.0080,-0.5131,3.2241,0.0406,-0.6103,3.1151,-0.1249,0.5057,2.9623,-0.1086,-0.0228,2.9111,-0.1131,0.0189,2.8979,-0.0166,-0.0174,2.9891,-0.0005,0.0645,2.9844
5.0001,-0.1680,0.2345,3.5174,-0.1611,0.3517,3.2021,-0.1526,0.4661,2.8677,-0.1181,0.4950,2.8064,-0.2935,0.3640,3.0136,-0.3207,0.1418,3.0268,-0.1529,0.0145,2.9366,-0.0946,-0.0551,2.9245,0.0562,0.4034,3.0157,0.1035,0.1953,3.0714,0.0080,-0.0015,3.0098,-0.0161,-0.0695,3.0197,-0.2581,0.2215,3.4710,-0.2984,-0.2016,3.1316,-0.3471,-0.5066,3.2586,-0.3040,-0.6055,3.1485,-0.0746,0.2419,3.4842,-0.0013,-0.1424,3.1019,0.0060,-0.5263,3.2148,-0.0037,-0.6206,3.1150,-0.1546,0.4392,2.9540,-0.0362,-0.0802,2.8985,-0.0601,-0.0264,2.8721,-0.0965,-0.1318,2.9759,-0.0443,-0.0421,2.8724
5.0672,-0.2035,0.1950,3.5289,-0.1793,0.2866,3.2034,-0.1577,0.3702,2.8648,-0.1292,0.4080,2.8049,-0.2896,0.2666,3.0114,-0.3032,0.0421,3.0110,-0.0865,-0.0639,2.9168,-0.0177,-0.0973,2.8840,0.0420,0.2978,3.0062,0.0615,0.0762,3.0265,-0.0638,-0.0848,2.9225,-0.0353,-0.1015,2.8838,-0.2931,0.1764,3.4776,-0.3020,-0.2206,3.1244,-0.3475,-0.5071,3.2583,-0.2980,-0.6078,3.1476,-0.1079,0.2078,3.4995,-0.0177,-0.1910,3.1383,0.0014,-0.5241,3.2092,0.0188,-0.6208,3.1128,-0.1629,0.3503,2.9520,0.0580,-0.1251,2.8681,-0.0040,-0.0723,2.8512,-0.0206,-0.1243,2.8751,-0.0840,-0.0796,2.8813
5.1338,-0.1990,0.1926,3.5314,-0.1595,0.2378,3.2059,-0.1150,0.2694,2.8690,-0.1432,0.3223,2.8102,-0.2928,0.1345,3.0218,-0.2916,-0.0872,3.0404,-0.0910,-0.0779,2.9151,-0.0039,-0.1096,2.9139,0.1929,0.1738,3.0414,-0.0120,0.0912,2.9763,-0.1061,-0.1081,2.9257,-0.1444,-0.1635,2.9305,-0.2909,0.1832,3.4746,-0.3170,-0.2674,3.1763,-0.3588,-0.5361,3.3007,-0.3019,-0.6032,3.1550,-0.0988,0.1920,3.5106,-0.0275,-0.1997,3.1367,-0.0014,-0.5235,3.2010,0.0335,-0.6189,3.1116,-0.1274,0.2631,2.9550,0.0683,-0.1515,2.8695,0.0252,-0.0387,2.9315,-0.2075,-0.2428,2.8960,-0.1586,-0.1078,2.9360
5.2006,-0.1161,-0.1445,3.5231,-0.1305,0.0404,3.2021,-0.1416,0.2292,2.8686,-0.1471,0.2896,2.8089,-0.3002,0.1428,3.0081,-0.3088,-0.0798,3.0196,-0.1052,-0.1216,2.9227,-0.0201,-0.1186,2.9164,0.0368,0.0793,3.0026,0.0320,-0.1453,2.9887,-0.1307,-0.1894,2.8302,-0.1851,-0.2452,2.8881,-0.1967,-0.1309,3.4879,-0.3273,-0.3101,3.1372,-0.3665,-0.5815,3.2567,-0.2978,-0.6101,3.1448,-0.0328,-0.1548,3.4775,-0.0367,-0.2885,3.0800,0.0022,-0.5661,3.1872,0.0552,-0.6348,3.1016,-0.1410,0.1825,2.9542,0.0587,-0.1394,2.8706,0.0018,-0.0361,2.9464,-0.2121,-0.2588,2.8722,-0.1848,-0.2208,2.8755
5.2671,-0.1452,-0.1138,3.5552,-0.1620,0.0587,3.2191,-0.1609,0.2016,2.8746,-0.1507,0.2600,2.8164,-0.3173,0.0661,3.0172,-0.3058,-0.1573,2.9767,-0.1050,-0.2562,2.9527,-0.0449,-0.2282,2.9827,-0.0537,0.1119,3.0904,0.0808,-0.0251,2.9554,-0.1164,-0.2484,2.8915,-0.1648,-0.3035,2.8878,-0.2223,-0.1288,3.5086,-0.3136,-0.3172,3.1301,-0.3546,-0.5777,3.2689,-0.3076,-0.6120,3.1454,-0.0648,-0.0962,3.5210,-0.0376,-0.3090,3.0880,-0.0072,-0.5777,3.2152,0.0535,-0.6183,3.1073,-0.1576,0.1697,2.9609,0.0283,-0.1952,2.9188,-0.0269,-0.2717,3.0179,-0.2087,-0.3421,2.8957,-0.1717,-0.2500,2.8761
5.3337,-0.2326,-0.0396,3.5316,-0.1866,0.1094,3.2157,-0.1429,0.2607,2.8854,-0.1677,0.3106,2.8260,-0.3304,0.2434,2.9962,-0.4023,0.0312,2.9566,-0.2455,-0.1049,2.8591,-0.1543,-0.1067,2.8210,-0.0158,0.2420,3.0239,0.1069,0.0532,3.0163,0.0491,-0.1653,2.9148,0.0035,-0.2301,2.8953,-0.3136,-0.0502,3.4635,-0.3132,-0.3250,3.1349,-0.3547,-0.5858,3.2731,-0.3256,-0.6030,3.1369,-0.1419,-0.0307,3.5195,-0.0420,-0.1580,2.9902,-0.0132,-0.5133,3.1860,0.0452,-0.6155,3.1144,-0.1544,0.2223,2.9702,-0.1002,-0.1330,2.8129,-0.1356,-0.1483,2.7886,-0.0154,-0.3041,2.8754,-0.0293,-0.2246,2.9101
5.4009,-0.1761,0.0188,3.5054,-0.1668,0.1972,3.2066,-0.1567,0.3715,2.8943,-0.1961,0.4141,2.8339,-0.3446,0.3314,2.9979,-0.4884,0.1691,2.8758,-0.3704,0.0159,2.7492,-0.3060,-0.0277,2.7305,-0.0332,0.3398,3.0354,0.1579,0.2359,3.0736,0.2415,0.0096,3.0212,0.2520,-0.0870,2.9853,-0.2465,0.0057,3.4557,-0.3107,-0.1657,3.0802,-0.3411,-0.5162,3.2362,-0.3215,-0.6034,3.1457,-0.1016,0.0314,3.4742,-0.0642,-0.1494,3.0898,-0.0103,-0.5321,3.1924,0.0367,-0.6196,3.1090,-0.1593,0.3286,2.9750,-0.2639,-0.0550,2.7302,-0.2955,-0.0798,2.7418,0.2750,-0.1432,2.9720,0.2279,-0.1010,3.0055
5.4672,-0.1970,0.1216,3.5092,-0.2013,0.3038,3.2161,-0.2043,0.4812,2.9098,-0.2170,0.5448,2.8505,-0.3493,0.4237,3.0524,-0.4795,0.4626,2.8586,-0.5313,0.3180,2.6840,-0.4788,0.2482,2.6061,-0.0559,0.4969,3.0350,0.2033,0.5295,3.1639,0.3340,0.3421,3.1919,0.3558,0.2932,3.1832,-0.2691,0.1016,3.4584,-0.3415,-0.0850,3.0922,-0.3592,-0.4828,3.1938,-0.3373,-0.5847,3.1011,-0.1204,0.1387,3.4791,-0.0563,-0.0746,3.0936,-0.0214,-0.4757,3.1799,0.0261,-0.5997,3.1182,-0.2038,0.4377,2.9889,-0.4475,0.1814,2.5484,-0.4521,0.2568,2.5867,0.3827,0.2465,3.1615,0.3222,0.2926,3.1921
5.5342,-0.2149,0.3072,3.5243,-0.2423,0.4854,3.2193,-0.2679,0.6578,2.9013,-0.1901,0.6796,2.8592,-0.4702,0.6433,2.9967,-0.5210,0.6554,2.7630,-0.6633,0.5280,2.6353,-0.6285,0.4691,2.5284,-0.0613,0.6482,3.0794,0.1081,0.8425,3.2116,0.2561,0.6638,3.3400,0.2699,0.6479,3.3410,-0.2880,0.3007,3.4852,-0.3495,-0.0168,3.1812,-0.3973,-0.4253,3.2233,-0.3799,-0.5292,3.1318,-0.1369,0.3067,3.4829,-0.0282,0.0752,3.0702,-0.0615,-0.3319,3.1344,-0.0480,-0.4367,3.0424,-0.2618,0.6157,2.9832,-0.6241,0.4169,2.4649,-0.6643,0.4607,2.5037,0.2714,0.6027,3.3619,0.2430,0.6533,3.3058
5.6006,-0.2261,0.3619,3.4933,-0.2283,0.5702,3.2042,-0.2292,0.7715,2.9022,-0.1484,0.7679,2.8653,-0.4477,0.7720,3.0080,-0.5998,0.7854,2.8294,-0.7987,0.6888,2.7256,-0.8633,0.6589,2.6893,-0.0403,0.7560,3.0995,0.0961,0.9617,3.2471,0.2392,0.8039,3.4491,0.2519,0.7817,3.4789,-0.2987,0.3540,3.4499,-0.3392,0.0224,3.2150,-0.4262,-0.3835,3.2017,-0.4094,-0.4840,3.1025,-0.1482,0.3609,3.4566,0.0111,0.2565,3.0388,-0.0918,-0.1285,3.1463,-0.0999,-0.2603,3.0655,-0.2292,0.7224,2.9801,-0.9053,0.6151,2.6630,-0.8869,0.6729,2.6513,0.2303,0.7624,3.5079,0.2191,0.7709,3.4727
5.6681,-0.2485,0.6300,3.5577,-0.2184,0.6941,3.2359,-0.1648,0.7642,2.9024,-0.1225,0.8064,2.8508,-0.3567,0.7980,3.0110,-0.6176,0.8386,2.9728,-0.8463,0.8276,2.9462,-0.9450,0.8194,2.9472,-0.0319,0.7746,3.0960,0.1449,0.9217,3.2673,0.2802,0.7998,3.4842,0.3017,0.7693,3.5146,-0.3350,0.6136,3.5046,-0.3415,0.1426,3.2352,-0.4298,-0.2543,3.3064,-0.4173,-0.3733,3.1991,-0.1579,0.6278,3.5301,0.0020,0.3728,3.0672,-0.1201,0.0592,3.1801,-0.1271,-0.0712,3.0886,-0.1841,0.7523,2.9892,-1.0128,0.8029,2.9603,-0.9628,0.8447,2.9244,0.3128,0.7460,3.5214,0.2779,0.7552,3.4995
5.7344,-0.2239,0.7310,3.5755,-0.1938,0.7458,3.2532,-0.1593,0.7624,2.9127,-0.1208,0.8081,2.8540,-0.3691,0.8113,3.0334,-0.5882,0.8695,3.0686,-0.8027,0.9026,3.1279,-0.8914,0.9073,3.1598,-0.0446,0.7622,3.0946,0.1817,0.8546,3.2495,0.3439,0.7094,3.4181,0.3592,0.6739,3.4579,-0.3071,0.7255,3.5283,-0.3193,0.2810,3.2116,-0.3695,-0.2736,3.1992,-0.3709,-0.3887,3.0859,-0.1356,0.7203,3.5435,-0.0241,0.3534,3.1495,-0.0845,0.0020,3.2035,-0.0860,-0.1217,3.1270,-0.1725,0.7559,3.0001,-0.9491,0.9014,3.1910,-0.9121,0.9233,3.1457,0.3651,0.6104,3.5125,0.3295,0.6669,3.4464
5.8001,-0.2145,0.6927,3.5821,-0.1917,0.7419,3.2571,-0.1638,0.7698,2.9231,-0.1302,0.8283,2.8666,-0.3852,0.8376,3.0613,-0.5722,0.9206,3.1448,-0.7476,0.9458,3.2621,-0.8127,0.9371,3.3319,-0.0471,0.7621,3.0999,0.2076,0.8236,3.2292,0.3939,0.6220,3.3322,0.3995,0.5972,3.3522,-0.2996,0.6988,3.5357,-0.2997,0.2990,3.1599,-0.3245,-0.1076,3.2333,-0.3179,-0.2269,3.1229,-0.1244,0.6723,3.5485,-0.0101,0.2918,3.1700,-0.0537,-0.0916,3.3120,-0.0076,-0.2116,3.2189,-0.1723,0.7609,3.0080,-0.8554,0.9214,3.4022,-0.8344,0.9356,3.3156,0.4159,0.5574,3.3749,0.3697,0.5781,3.3581
5.8670,-0.2110,0.5191,3.5550,-0.1882,0.6669,3.2658,-0.1687,0.7897,2.9532,-0.1390,0.8508,2.8942,-0.4391,0.8916,3.1038,-0.5412,0.9975,3.2457,-0.6732,0.8708,3.4721,-0.7037,0.8556,3.5094,-0.0492,0.7709,3.1177,0.2077,0.8363,3.2149,0.3392,0.5768,3.2908,0.3600,0.5416,3.2929,-0.2911,0.5289,3.5165,-0.2817,0.1535,3.1160,-0.2941,-0.2482,3.2096,-0.2948,-0.3576,3.0871,-0.1261,0.4976,3.5135,-0.0214,0.0941,3.2010,-0.0262,-0.3038,3.3066,-0.0496,-0.4109,3.2226,-0.1742,0.7636,3.0297,-0.7380,0.8458,3.5561,-0.7148,0.8855,3.4678,0.3823,0.5205,3.2879,0.3302,0.5377,3.2923
5.9340,-0.2279,0.3450,3.5114,-0.2030,0.5489,3.2570,-0.1738,0.7578,2.9867,-0.1471,0.8279,2.9284,-0.3636,0.7883,3.1170,-0.5035,0.8422,3.2908,-0.5740,0.6822,3.5238,-0.5721,0.6509,3.5519,-0.0587,0.7209,3.1463,0.1248,0.7544,3.2486,0.2487,0.5779,3.2998,0.2736,0.4758,3.2982,-0.3080,0.3488,3.4667,-0.2809,-0.0811,3.1335,-0.2920,-0.4941,3.1593,-0.2668,-0.5945,3.0322,-0.1427,0.3332,3.4755,-0.0721,-0.1056,3.2616,-0.0641,-0.5073,3.3499,-0.0041,-0.6023,3.2340,-0.1823,0.7073,3.0596,-0.5424,0.5997,3.5659,-0.6012,0.6462,3.5560,0.2889,0.4110,3.3154,0.2470,0.4755,3.3190
6.0004,-0.2242,0.2272,3.5156,-0.2142,0.4401,3.2727,-0.2031,0.6499,3.0178,-0.1892,0.7251,2.9625,-0.3808,0.6372,3.1377,-0.5058,0.5382,3.3735,-0.5072,0.3414,3.4691,-0.5035,0.3096,3.4763,-0.0712,0.6118,3.1597,0.0918,0.5296,3.3378,0.1912,0.2958,3.3014,0.1967,0.2266,3.2727,-0.3097,0.2303,3.4717,-0.2746,-0.2017,3.1439,-0.2968,-0.5445,3.1619,-0.2835,-0.6089,3.0029,-0.1325,0.2175,3.4782,-0.0869,-0.2039,3.2498,-0.0962,-0.5728,3.3449,-0.0142,-0.6121,3.2435,-0.2061,0.5984,3.0840,-0.4813,0.2712,3.4866,-0.5272,0.3122,3.4503,0.1938,0.1618,3.2334,0.2261,0.1788,3.2740
6.0674,-0.2577,0.2092,3.5716,-0.2366,0.4143,3.3078,-0.2161,0.6157,3.0338,-0.1858,0.6760,2.9786,-0.3987,0.5532,3.1458,-0.4989,0.3183,3.2517,-0.4905,0.0530,3.2505,-0.4933,-0.0095,3.2744,-0.0653,0.5609,3.2012,0.0701,0.3889,3.3166,0.1302,0.1724,3.2273,0.1317,0.1009,3.1801,-0.3428,0.2059,3.5176,-0.2776,-0.2041,3.1647,-0.2954,-0.5628,3.1590,-0.2873,-0.6222,2.9970,-0.1658,0.2082,3.5445,-0.0901,-0.2137,3.2472,-0.1089,-0.5730,3.3305,-0.0151,-0.6139,3.2396,-0.2211,0.5663,3.1044,-0.4907,-0.0704,3.3230,-0.5145,-0.0685,3.2357,0.1085,0.0422,3.1568,0.1793,0.0949,3.1669
6.1338,-0.2976,0.2611,3.6544,-0.2753,0.4336,3.3682,-0.2456,0.6033,3.0623,-0.2073,0.6595,3.0062,-0.4054,0.5464,3.1429,-0.5498,0.3759,3.0981,-0.5044,0.1364,2.9750,-0.4760,0.0622,2.9426,-0.0973,0.5509,3.2274,0.0943,0.4627,3.2876,0.1193,0.2879,3.1051,0.1170,0.2402,3.0325,-0.3775,0.2573,3.5997,-0.3081,-0.1495,3.2433,-0.2998,-0.5623,3.1659,-0.2897,-0.6219,3.0041,-0.2111,0.2591,3.6286,-0.1094,-0.1763,3.3221,-0.1111,-0.5703,3.3309,-0.0157,-0.6142,3.2358,-0.2528,0.5606,3.1401,-0.4613,0.0113,2.9312,-0.5032,0.0541,2.8975,0.1251,0.2013,2.9863,0.1403,0.2369,2.9985
6.2000,-0.3432,0.3401,3.7195,-0.3120,0.4671,3.4183,-0.2752,0.5952,3.1009,-0.2301,0.6563,3.0481,-0.4138,0.5490,3.1724,-0.5797,0.5061,3.0120,-0.5721,0.3062,2.8971,-0.5204,0.2122,2.8349,-0.1175,0.5623,3.2651,0.1042,0.5770,3.2765,0.1734,0.4342,3.1062,0.1275,0.3930,3.0347,-0.4226,0.3336,3.6607,-0.3358,-0.0527,3.2833,-0.3202,-0.5258,3.2751,-0.2958,-0.5916,3.1181,-0.2563,0.3393,3.6980,-0.1242,-0.0857,3.3869,-0.1173,-0.4996,3.3981,-0.0380,-0.5810,3.2820,-0.2837,0.5621,3.1815,-0.5061,0.1446,2.7948,-0.5245,0.1480,2.7630,0.1089,0.3523,3.0003,0.1570,0.3961,3.0057
6.2668,-0.3450,0.2527,3.7309,-0.3143,0.4319,3.4338,-0.2817,0.5882,3.1207,-0.2400,0.6537,3.0723,-0.4387,0.5565,3.2112,-0.5959,0.5256,3.0387,-0.5663,0.3089,2.8680,-0.5362,0.2120,2.8156,-0.1418,0.5763,3.3250,0.1344,0.6679,3.3539,0.1345,0.4878,3.2055,0.1335,0.4336,3.1449,-0.4242,0.2440,3.6750,-0.3365,-0.1629,3.3233,-0.4052,-0.5343,3.4773,-0.4182,-0.6271,3.4130,-0.2584,0.2559,3.7063,-0.0728,-0.1095,3.3622,-0.0570,-0.5229,3.3773,-0.0399,-0.6069,3.2324,-0.2896,0.5522,3.2007,-0.5317,0.1615,2.8010,-0.5585,0.1936,2.7602,0.1171,0.3852,3.1127,0.1670,0.4261,3.1121
