Time,SpineBase_x,SpineBase_y,SpineBase_z,SpineMid_x,SpineMid_y,SpineMid_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z,SpineShoulder_x,SpineShoulder_y,SpineShoulder_z,HandTipLeft_x,HandTipLeft_y,HandTipLeft_z,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,HandTipRight_x,HandTipRight_y,HandTipRight_z,ThumbRight_x,ThumbRight_y,ThumbRight_z
2.0003,-0.1382,0.2128,3.3680,-0.1194,0.5106,3.2345,-0.0977,0.7997,3.0851,-0.0850,0.8649,3.0243,-0.2685,0.7103,3.1707,-0.4016,0.5068,3.1971,-0.4291,0.3150,3.0395,-0.4281,0.2522,2.9892,0.0626,0.7089,3.2211,0.1529,0.4795,3.2800,0.2241,0.2378,3.1733,0.2246,0.1690,3.1187,-0.2162,0.2123,3.3193,-0.1875,-0.2354,3.3498,-0.1328,-0.5974,3.4450,-0.2139,-0.6234,3.2979,-0.0571,0.2081,3.3358,-0.0310,-0.1736,3.1453,-0.0312,-0.5264,3.2216,-0.0061,-0.6190,3.1064,-0.1034,0.7288,3.1251,-0.4166,0.2062,2.9678,-0.3896,0.2272,2.9667,0.2293,0.1153,3.0945,0.2399,0.1832,3.0828
2.0675,-0.1343,0.2364,3.3555,-0.1141,0.5287,3.2167,-0.0931,0.8126,3.0635,-0.0746,0.8781,3.0026,-0.2599,0.7339,3.1494,-0.4041,0.5458,3.1884,-0.4462,0.3683,3.0365,-0.4473,0.2990,2.9841,0.0740,0.7221,3.1881,0.1691,0.5100,3.2497,0.2382,0.2790,3.1326,0.2412,0.2028,3.0700,-0.2133,0.2373,3.3068,-0.1967,-0.2018,3.2907,-0.1539,-0.5743,3.4397,-0.2283,-0.6157,3.2936,-0.0521,0.2300,3.3233,-0.0356,-0.1725,3.1549,-0.0328,-0.5268,3.2214,-0.0053,-0.6188,3.1056,-0.0985,0.7430,3.1044,-0.4359,0.2466,2.9584,-0.4088,0.2764,2.9686,0.2443,0.1501,3.0465,0.2515,0.2350,3.0409
2.1353,-0.1270,0.2545,3.3437,-0.1066,0.5409,3.1963,-0.0854,0.8188,3.0333,-0.0689,0.8815,2.9708,-0.2559,0.7481,3.1340,-0.4104,0.5628,3.1888,-0.4502,0.3769,3.0380,-0.4519,0.3135,2.9920,0.0759,0.7325,3.1643,0.1762,0.5244,3.2317,0.2460,0.3007,3.0989,0.2457,0.2273,3.0359,-0.2069,0.2555,3.2969,-0.2169,-0.1399,3.2257,-0.1829,-0.4965,3.4170,-0.2462,-0.5736,3.2861,-0.0440,0.2475,3.3093,-0.0317,-0.1623,3.1689,-0.0350,-0.5255,3.2199,-0.0047,-0.6184,3.1055,-0.0908,0.7508,3.0767,-0.4376,0.2643,2.9654,-0.4138,0.2940,2.9672,0.2435,0.1750,3.0149,0.2561,0.2489,2.9987
2.2011,-0.1162,0.3386,3.4774,-0.1019,0.5833,3.2449,-0.0863,0.8198,3.0117,-0.0691,0.8819,2.9494,-0.2567,0.7539,3.1224,-0.4104,0.5676,3.1917,-0.4527,0.3805,3.0645,-0.4527,0.3051,3.0212,0.0779,0.7402,3.1468,0.1777,0.5365,3.2182,0.2441,0.3104,3.0820,0.2371,0.2420,3.0183,-0.1976,0.3377,3.4335,-0.2144,-0.1289,3.1989,-0.2063,-0.4819,3.3535,-0.2559,-0.5700,3.2246,-0.0321,0.3316,3.4407,-0.0245,-0.1441,3.1856,-0.0353,-0.5251,3.2196,-0.0045,-0.6176,3.1056,-0.0905,0.7542,3.0647,-0.4434,0.2547,2.9972,-0.4150,0.2785,3.0127,0.2393,0.1928,2.9945,0.2481,0.2654,2.9829
2.2679,-0.1127,0.3365,3.4668,-0.1020,0.5813,3.2339,-0.0886,0.8196,2.9997,-0.0738,0.8805,2.9362,-0.2574,0.7545,3.1105,-0.4060,0.5644,3.1948,-0.4468,0.3466,3.0763,-0.4444,0.2749,3.0580,0.0771,0.7413,3.1339,0.1757,0.5353,3.2074,0.2347,0.3118,3.0777,0.2209,0.2401,3.0234,-0.1939,0.3338,3.4217,-0.2063,-0.1467,3.1776,-0.2076,-0.4999,3.2904,-0.2531,-0.5900,3.1617,-0.0289,0.3314,3.4314,-0.0139,-0.1473,3.2049,-0.0354,-0.5240,3.2197,0.0144,-0.6136,3.1027,-0.0905,0.7549,3.0550,-0.4341,0.2159,3.0405,-0.4064,0.2620,3.0405,0.2173,0.1900,3.0060,0.2288,0.2501,2.9833
2.3345,-0.1073,0.2564,3.3132,-0.1000,0.5384,3.1558,-0.0898,0.8174,2.9833,-0.0789,0.8766,2.9183,-0.2587,0.7506,3.1031,-0.3983,0.5496,3.1968,-0.4317,0.3152,3.1102,-0.4275,0.2413,3.0924,0.0750,0.7413,3.1237,0.1711,0.5292,3.2007,0.2155,0.3033,3.0785,0.1983,0.2252,3.0375,-0.1865,0.2548,3.2682,-0.2021,-0.1641,3.1716,-0.1985,-0.5174,3.2483,-0.2560,-0.6080,3.1407,-0.0253,0.2517,3.2770,-0.0074,-0.1500,3.2010,-0.0306,-0.5210,3.2239,0.0108,-0.6126,3.1016,-0.0922,0.7499,3.0296,-0.4113,0.1766,3.0783,-0.3964,0.2458,3.0815,0.1913,0.1677,3.0228,0.2096,0.2224,2.9896
2.3999,-0.1084,0.2386,3.3036,-0.1032,0.5307,3.1414,-0.0943,0.8155,2.9756,-0.0877,0.8739,2.9094,-0.2631,0.7436,3.0983,-0.3924,0.5198,3.1998,-0.4197,0.2778,3.1263,-0.4145,0.2204,3.1138,0.0716,0.7365,3.1193,0.1608,0.5086,3.1913,0.1957,0.2733,3.0838,0.1781,0.2025,3.0580,-0.1917,0.2391,3.2659,-0.2055,-0.1405,3.1537,-0.1962,-0.5487,3.2085,-0.2520,-0.6169,3.1284,-0.0225,0.2323,3.2605,0.0065,-0.1506,3.1774,-0.0139,-0.5607,3.2167,0.0283,-0.6103,3.1019,-0.0962,0.7484,3.0235,-0.3992,0.1569,3.0986,-0.3851,0.2161,3.0887,0.1724,0.1456,3.0477,0.2066,0.2040,3.0330
2.4673,-0.1149,0.2473,3.3123,-0.1071,0.5346,3.1450,-0.1009,0.8147,2.9679,-0.0960,0.8729,2.9016,-0.2729,0.7386,3.0935,-0.3938,0.5151,3.2000,-0.4179,0.2774,3.1328,-0.4084,0.2181,3.1289,0.0642,0.7358,3.1116,0.1507,0.4978,3.1918,0.1816,0.2534,3.0966,0.1682,0.1925,3.0888,-0.1962,0.2454,3.2727,-0.1786,-0.1339,3.1589,-0.1699,-0.5421,3.2140,-0.2243,-0.6098,3.1306,-0.0310,0.2424,3.2700,0.0201,-0.1365,3.1721,0.0095,-0.5456,3.2213,0.0331,-0.6060,3.1073,-0.1025,0.7470,3.0154,-0.3900,0.1501,3.1169,-0.3715,0.2083,3.1182,0.1625,0.1324,3.0831,0.1991,0.1771,3.0719
2.5341,-0.1309,0.2463,3.2937,-0.1235,0.5354,3.1291,-0.1076,0.8162,2.9592,-0.1031,0.8746,2.8938,-0.2828,0.7386,3.0860,-0.3956,0.5162,3.1982,-0.4183,0.2804,3.1357,-0.4095,0.2207,3.1252,0.0542,0.7433,3.1060,0.1341,0.4981,3.1989,0.1755,0.2606,3.1222,0.1669,0.2004,3.1118,-0.2131,0.2416,3.2493,-0.1746,-0.2400,3.1911,-0.1651,-0.5390,3.2392,-0.2141,-0.6054,3.1292,-0.0455,0.2449,3.2574,0.0312,-0.1295,3.1579,0.0487,-0.5376,3.2125,0.0506,-0.6068,3.1032,-0.1104,0.7489,3.0081,-0.3879,0.1491,3.1256,-0.3761,0.2141,3.1081,0.1640,0.1359,3.1013,0.1895,0.1950,3.0810
2.6007,-0.1160,0.2616,3.2820,-0.1188,0.5438,3.1221,-0.1162,0.8208,2.9494,-0.1095,0.8791,2.8852,-0.2923,0.7470,3.0732,-0.4042,0.5296,3.1778,-0.4209,0.2931,3.1271,-0.4076,0.2224,3.1098,0.0462,0.7520,3.1011,0.1132,0.5172,3.2108,0.1621,0.2891,3.1539,0.1651,0.2165,3.1387,-0.1938,0.2569,3.2354,-0.1813,-0.1463,3.1897,-0.1622,-0.5192,3.2356,-0.2123,-0.6053,3.1286,-0.0349,0.2599,3.2474,0.0252,-0.1511,3.1759,0.0650,-0.5193,3.2195,0.0865,-0.6058,3.1039,-0.1163,0.7539,2.9962,-0.3829,0.1548,3.1022,-0.3811,0.2270,3.0812,0.1685,0.1539,3.1256,0.1884,0.1999,3.1055
2.6669,-0.1163,0.2637,3.2768,-0.1212,0.5472,3.1150,-0.1241,0.8238,2.9385,-0.1172,0.8825,2.8737,-0.2970,0.7506,3.0677,-0.4087,0.5325,3.1652,-0.4205,0.2994,3.1060,-0.4086,0.2225,3.0793,0.0413,0.7555,3.0970,0.1093,0.5190,3.2157,0.1660,0.3037,3.1721,0.1684,0.2234,3.1590,-0.1929,0.2587,3.2317,-0.1854,-0.1514,3.1902,-0.1613,-0.5204,3.2349,-0.2102,-0.6068,3.1269,-0.0369,0.2622,3.2407,0.0246,-0.1533,3.1777,0.0595,-0.5177,3.2249,0.0743,-0.6069,3.1027,-0.1233,0.7565,2.9854,-0.3815,0.1552,3.0763,-0.3745,0.2259,3.0649,0.1708,0.1585,3.1450,0.1897,0.2360,3.1291
2.7337,-0.1160,0.2656,3.2757,-0.1225,0.5488,3.1114,-0.1292,0.8235,2.9314,-0.1248,0.8831,2.8660,-0.3022,0.7517,3.0629,-0.4127,0.5346,3.1597,-0.4216,0.3070,3.0887,-0.4084,0.2339,3.0542,0.0337,0.7579,3.0906,0.1044,0.5224,3.2166,0.1673,0.3065,3.1825,0.1720,0.2259,3.1736,-0.1927,0.2598,3.2306,-0.1911,-0.1513,3.1848,-0.1601,-0.5230,3.2330,-0.2109,-0.6076,3.1267,-0.0364,0.2651,3.2397,0.0238,-0.1542,3.1809,0.0347,-0.5144,3.2298,0.0669,-0.6092,3.1042,-0.1274,0.7566,2.9790,-0.3837,0.1711,3.0351,-0.3655,0.2154,3.0341,0.1811,0.1617,3.1726,0.1941,0.2175,3.1424
2.8001,-0.1145,0.2668,3.2750,-0.1244,0.5495,3.1090,-0.1374,0.8230,2.9266,-0.1326,0.8828,2.8618,-0.3113,0.7509,3.0594,-0.4162,0.5359,3.1573,-0.4218,0.3094,3.0857,-0.4016,0.2350,3.0492,0.0242,0.7633,3.0826,0.0976,0.5299,3.2142,0.1681,0.3070,3.1863,0.1701,0.2304,3.1772,-0.1907,0.2603,3.2302,-0.1921,-0.1509,3.1843,-0.1586,-0.5252,3.2332,-0.2124,-0.6086,3.1265,-0.0354,0.2671,3.2387,0.0189,-0.1544,3.1850,-0.0067,-0.5212,3.2286,0.0519,-0.6112,3.1066,-0.1339,0.7564,2.9747,-0.3840,0.1813,3.0320,-0.3610,0.2232,3.0349,0.1769,0.1631,3.1730,0.1906,0.2360,3.1458
2.8668,-0.1156,0.2676,3.2734,-0.1288,0.5492,3.1052,-0.1434,0.8213,2.9224,-0.1394,0.8807,2.8573,-0.3188,0.7494,3.0574,-0.4192,0.5355,3.1566,-0.4207,0.3091,3.0839,-0.4016,0.2352,3.0586,0.0180,0.7645,3.0781,0.0955,0.5342,3.2129,0.1680,0.3078,3.1874,0.1665,0.2324,3.1747,-0.1914,0.2604,3.2293,-0.1913,-0.1534,3.1840,-0.1596,-0.5263,3.2325,-0.2138,-0.6091,3.1271,-0.0368,0.2687,3.2364,0.0076,-0.1511,3.1835,-0.0089,-0.5222,3.2267,0.0516,-0.6125,3.1063,-0.1397,0.7549,2.9705,-0.3747,0.1737,3.0479,-0.3616,0.2237,3.0412,0.1717,0.1670,3.1744,0.1809,0.2396,3.1307
2.9340,-0.1205,0.2666,3.2689,-0.1340,0.5484,3.1010,-0.1473,0.8210,2.9196,-0.1441,0.8810,2.8546,-0.3220,0.7485,3.0563,-0.4254,0.5361,3.1542,-0.4194,0.3076,3.0839,-0.4024,0.2319,3.0684,0.0155,0.7651,3.0787,0.0946,0.5360,3.2137,0.1687,0.3103,3.1890,0.1698,0.2386,3.1709,-0.1967,0.2591,3.2254,-0.1906,-0.1557,3.1858,-0.1603,-0.5265,3.2339,-0.2094,-0.6085,3.1255,-0.0414,0.2678,3.2313,0.0046,-0.1544,3.1807,-0.0075,-0.5224,3.2271,0.0521,-0.6127,3.1062,-0.1441,0.7544,2.9674,-0.3799,0.1722,3.0573,-0.3640,0.2169,3.0469,0.1766,0.1718,3.1678,0.1858,0.2371,3.1343
3.0000,-0.1244,0.2650,3.2653,-0.1370,0.5475,3.1004,-0.1503,0.8206,2.9217,-0.1459,0.8811,2.8567,-0.3235,0.7478,3.0555,-0.4301,0.5328,3.1510,-0.4191,0.3034,3.0837,-0.4017,0.2252,3.0721,0.0135,0.7649,3.0793,0.0936,0.5376,3.2151,0.1694,0.3123,3.1892,0.1709,0.2367,3.1718,-0.2014,0.2573,3.2219,-0.1909,-0.1594,3.1871,-0.1600,-0.5277,3.2344,-0.2116,-0.6097,3.1247,-0.0444,0.2664,3.2277,-0.0000,-0.1572,3.1749,-0.0066,-0.5214,3.2271,0.0504,-0.6119,3.1067,-0.1470,0.7538,2.9687,-0.3740,0.1607,3.0615,-0.3611,0.2154,3.0515,0.1777,0.1681,3.1576,0.1907,0.2346,3.1399
3.0670,-0.1250,0.2628,3.2605,-0.1378,0.5471,3.0992,-0.1509,0.8209,2.9226,-0.1458,0.8813,2.8578,-0.3241,0.7476,3.0552,-0.4312,0.5328,3.1490,-0.4178,0.2987,3.0835,-0.4018,0.2241,3.0728,0.0130,0.7645,3.0798,0.0929,0.5364,3.2163,0.1705,0.3114,3.1916,0.1738,0.2352,3.1800,-0.2019,0.2549,3.2173,-0.1917,-0.1601,3.1826,-0.1605,-0.5295,3.2349,-0.2119,-0.6098,3.1245,-0.0451,0.2643,3.2229,-0.0018,-0.1567,3.1741,-0.0089,-0.5218,3.2294,0.0409,-0.6125,3.1064,-0.1476,0.7539,2.9689,-0.3792,0.1648,3.0650,-0.3580,0.2061,3.0605,0.1805,0.1649,3.1760,0.1958,0.2322,3.1472
3.1338,-0.1232,0.2615,3.2579,-0.1373,0.5466,3.0989,-0.1510,0.8208,2.9248,-0.1444,0.8808,2.8603,-0.3232,0.7466,3.0536,-0.4298,0.5321,3.1452,-0.4157,0.2936,3.0826,-0.3970,0.2174,3.0725,0.0133,0.7640,3.0802,0.0948,0.5327,3.2192,0.1708,0.3091,3.1925,0.1709,0.2274,3.1821,-0.2003,0.2540,3.2149,-0.1891,-0.1640,3.1707,-0.1608,-0.5296,3.2343,-0.2118,-0.6101,3.1246,-0.0429,0.2626,3.2202,-0.0047,-0.1683,3.1797,-0.0054,-0.5223,3.2309,0.0458,-0.6133,3.1053,-0.1475,0.7536,2.9702,-0.3709,0.1539,3.0642,-0.3624,0.2156,3.0473,0.1759,0.1590,3.1691,0.1893,0.2395,3.1560
3.1999,-0.1223,0.2593,3.2548,-0.1356,0.5452,3.0973,-0.1476,0.8204,2.9253,-0.1372,0.8801,2.8613,-0.3149,0.7445,3.0475,-0.4236,0.5297,3.1345,-0.4114,0.2917,3.0799,-0.3890,0.2138,3.0677,0.0186,0.7627,3.0844,0.0969,0.5291,3.2213,0.1694,0.3036,3.1981,0.1659,0.2251,3.1898,-0.1995,0.2524,3.2105,-0.1836,-0.1705,3.1592,-0.1619,-0.5309,3.2311,-0.2175,-0.6112,3.1250,-0.0420,0.2598,3.2180,-0.0053,-0.1687,3.1802,-0.0013,-0.5231,3.2307,0.0484,-0.6137,3.1049,-0.1448,0.7530,2.9703,-0.3605,0.1460,3.0689,-0.3504,0.2042,3.0505,0.1729,0.1559,3.1813,0.1877,0.2124,3.1608
3.2670,-0.1228,0.2583,3.2525,-0.1330,0.5443,3.0961,-0.1376,0.8201,2.9266,-0.1209,0.8789,2.8628,-0.3058,0.7432,3.0428,-0.4176,0.5280,3.1219,-0.3987,0.2833,3.0681,-0.3773,0.2119,3.0552,0.0268,0.7614,3.0872,0.0988,0.5239,3.2250,0.1684,0.3035,3.2013,0.1651,0.2235,3.1896,-0.2001,0.2526,3.2073,-0.1823,-0.1705,3.1544,-0.1618,-0.5307,3.2289,-0.2188,-0.6118,3.1236,-0.0426,0.2574,3.2162,-0.0050,-0.1707,3.1817,0.0129,-0.5272,3.2321,0.0540,-0.6134,3.1048,-0.1371,0.7525,2.9709,-0.3516,0.1458,3.0572,-0.3392,0.2120,3.0387,0.1729,0.1561,3.1824,0.1839,0.2473,3.1628
3.3347,-0.1227,0.2574,3.2519,-0.1295,0.5433,3.0961,-0.1312,0.8201,2.9280,-0.1120,0.8775,2.8644,-0.2970,0.7422,3.0391,-0.4105,0.5285,3.1110,-0.3816,0.2788,3.0566,-0.3620,0.2141,3.0391,0.0349,0.7570,3.0901,0.1006,0.5200,3.2289,0.1680,0.3014,3.2051,0.1701,0.2212,3.1932,-0.1998,0.2524,3.2068,-0.1882,-0.1632,3.1527,-0.1600,-0.5305,3.2279,-0.2191,-0.6116,3.1242,-0.0425,0.2554,3.2158,-0.0028,-0.1692,3.1820,0.0134,-0.5273,3.2322,0.0586,-0.6132,3.1069,-0.1311,0.7522,2.9722,-0.3355,0.1514,3.0453,-0.3257,0.2175,3.0293,0.1730,0.1535,3.1839,0.1873,0.2162,3.1631
3.4000,-0.1196,0.2591,3.2514,-0.1226,0.5449,3.0946,-0.1228,0.8211,2.9253,-0.1031,0.8780,2.8613,-0.2922,0.7474,3.0350,-0.4058,0.5321,3.1068,-0.3721,0.2851,3.0448,-0.3532,0.2251,3.0273,0.0398,0.7565,3.0888,0.1008,0.5227,3.2275,0.1680,0.3051,3.2102,0.1713,0.2214,3.1946,-0.1958,0.2549,3.2054,-0.1916,-0.1568,3.1538,-0.1591,-0.5310,3.2273,-0.2191,-0.6117,3.1242,-0.0403,0.2567,3.2160,0.0064,-0.1607,3.1778,0.0127,-0.5262,3.2299,0.0570,-0.6124,3.1091,-0.1230,0.7535,2.9699,-0.3328,0.1680,3.0285,-0.3188,0.2222,2.9996,0.1722,0.1523,3.1883,0.1928,0.2053,3.1711
3.4667,-0.1156,0.2638,3.2520,-0.1184,0.5476,3.0939,-0.1190,0.8223,2.9233,-0.0994,0.8788,2.8592,-0.2873,0.7538,3.0298,-0.4022,0.5379,3.1046,-0.3659,0.2920,3.0421,-0.3458,0.2379,3.0270,0.0448,0.7579,3.0893,0.1016,0.5255,3.2260,0.1683,0.3060,3.2103,0.1728,0.2255,3.1893,-0.1922,0.2595,3.2053,-0.1915,-0.1557,3.1612,-0.1589,-0.5291,3.2279,-0.2196,-0.6111,3.1249,-0.0359,0.2616,3.2176,0.0096,-0.1551,3.1754,0.0072,-0.5222,3.2228,0.0553,-0.6134,3.1065,-0.1191,0.7550,2.9683,-0.3193,0.1811,3.0314,-0.3060,0.2360,3.0139,0.1768,0.1599,3.1862,0.1891,0.2345,3.1540
3.5338,-0.1129,0.2648,3.2511,-0.1153,0.5484,3.0934,-0.1162,0.8230,2.9233,-0.0974,0.8796,2.8591,-0.2849,0.7557,3.0296,-0.4012,0.5423,3.1069,-0.3634,0.2954,3.0434,-0.3447,0.2395,3.0355,0.0473,0.7586,3.0891,0.1026,0.5265,3.2254,0.1706,0.3057,3.2067,0.1747,0.2277,3.1789,-0.1887,0.2607,3.2041,-0.1900,-0.1523,3.1688,-0.1593,-0.5281,3.2285,-0.2184,-0.6119,3.1241,-0.0341,0.2624,3.2171,0.0107,-0.1531,3.1731,-0.0086,-0.5208,3.2230,0.0460,-0.6108,3.1130,-0.1161,0.7558,2.9682,-0.3254,0.1842,3.0338,-0.3057,0.2386,3.0305,0.1805,0.1606,3.1801,0.1892,0.2432,3.1432
3.6001,-0.1109,0.2656,3.2506,-0.1129,0.5494,3.0935,-0.1137,0.8243,2.9239,-0.0958,0.8807,2.8595,-0.2830,0.7590,3.0324,-0.3999,0.5439,3.1154,-0.3634,0.2961,3.0544,-0.3524,0.2355,3.0560,0.0496,0.7591,3.0885,0.1073,0.5268,3.2246,0.1773,0.2998,3.1992,0.1771,0.2204,3.1712,-0.1867,0.2617,3.2044,-0.1897,-0.1523,3.1702,-0.1588,-0.5277,3.2291,-0.2136,-0.6133,3.1198,-0.0318,0.2629,3.2157,0.0113,-0.1500,3.1700,-0.0133,-0.5212,3.2261,0.0506,-0.6119,3.1089,-0.1137,0.7569,2.9687,-0.3261,0.1771,3.0502,-0.3107,0.2285,3.0444,0.1781,0.1538,3.1635,0.1936,0.2371,3.1357
3.6670,-0.1084,0.2639,3.2496,-0.1100,0.5487,3.0938,-0.1099,0.8244,2.9255,-0.0932,0.8818,2.8611,-0.2769,0.7585,3.0385,-0.3999,0.5391,3.1301,-0.3741,0.2956,3.0754,-0.3697,0.2277,3.0785,0.0539,0.7565,3.0885,0.1168,0.5194,3.2237,0.1831,0.2860,3.1873,0.1798,0.2113,3.1637,-0.1841,0.2605,3.2043,-0.1889,-0.1531,3.1673,-0.1591,-0.5264,3.2307,-0.2137,-0.6131,3.1199,-0.0295,0.2606,3.2137,0.0115,-0.1490,3.1688,-0.0128,-0.5213,3.2284,0.0466,-0.6134,3.1095,-0.1101,0.7569,2.9699,-0.3421,0.1652,3.0788,-0.3232,0.2067,3.0696,0.1816,0.1436,3.1572,0.1982,0.1954,3.1313
3.7340,-0.1061,0.2594,3.2480,-0.1056,0.5444,3.0955,-0.1028,0.8199,2.9321,-0.0834,0.8790,2.8693,-0.2709,0.7546,3.0419,-0.3993,0.5367,3.1355,-0.3934,0.2975,3.0948,-0.3900,0.2229,3.1028,0.0623,0.7489,3.0902,0.1263,0.5115,3.2236,0.1856,0.2817,3.1837,0.1805,0.2001,3.1547,-0.1821,0.2564,3.2031,-0.1889,-0.1582,3.1586,-0.1593,-0.5264,3.2310,-0.2151,-0.6123,3.1229,-0.0272,0.2560,3.2118,0.0118,-0.1521,3.1654,-0.0128,-0.5222,3.2298,0.0456,-0.6132,3.1089,-0.1037,0.7524,2.9751,-0.3655,0.1555,3.1024,-0.3581,0.2251,3.0841,0.1811,0.1361,3.1469,0.1984,0.1800,3.1212
3.7999,-0.1044,0.2525,3.2446,-0.1001,0.5388,3.0961,-0.0927,0.8148,2.9364,-0.0709,0.8750,2.8747,-0.2603,0.7492,3.0452,-0.3988,0.5340,3.1408,-0.4074,0.2973,3.1084,-0.4092,0.2223,3.1147,0.0702,0.7419,3.0938,0.1343,0.5022,3.2239,0.1865,0.2755,3.1787,0.1791,0.1916,3.1480,-0.1808,0.2504,3.1995,-0.1886,-0.1628,3.1455,-0.1600,-0.5259,3.2322,-0.2188,-0.6108,3.1249,-0.0253,0.2482,3.2088,0.0124,-0.1555,3.1612,-0.0125,-0.5224,3.2318,0.0426,-0.6113,3.1117,-0.0949,0.7472,2.9785,-0.3922,0.1544,3.1174,-0.3747,0.2135,3.0950,0.1788,0.1263,3.1392,0.2031,0.1772,3.1172
3.8668,-0.1033,0.2502,3.2435,-0.0953,0.5355,3.0973,-0.0844,0.8111,2.9399,-0.0617,0.8729,2.8787,-0.2523,0.7478,3.0464,-0.3981,0.5334,3.1457,-0.4171,0.2991,3.1136,-0.4256,0.2265,3.1181,0.0804,0.7352,3.0955,0.1414,0.4974,3.2243,0.1895,0.2646,3.1715,0.1839,0.1865,3.1452,-0.1802,0.2485,3.1981,-0.1925,-0.1604,3.1278,-0.1622,-0.5270,3.2292,-0.2189,-0.6114,3.1237,-0.0235,0.2455,3.2082,0.0128,-0.1578,3.1535,-0.0133,-0.5230,3.2319,0.0465,-0.6127,3.1104,-0.0873,0.7435,2.9815,-0.4099,0.1575,3.1287,-0.3916,0.1881,3.1039,0.1785,0.1213,3.1283,0.2048,0.1798,3.1128
3.9341,-0.1002,0.2506,3.2452,-0.0869,0.5353,3.0984,-0.0707,0.8104,2.9384,-0.0494,0.8707,2.8765,-0.2401,0.7497,3.0467,-0.3950,0.5389,3.1536,-0.4227,0.3032,3.1159,-0.4298,0.2396,3.1194,0.0888,0.7299,3.0945,0.1515,0.4947,3.2244,0.1912,0.2617,3.1690,0.1853,0.1875,3.1448,-0.1776,0.2498,3.2006,-0.2212,-0.1300,3.0956,-0.1909,-0.5121,3.2111,-0.2242,-0.6111,3.1204,-0.0199,0.2451,3.2092,0.0142,-0.1529,3.1517,-0.0139,-0.5233,3.2314,0.0471,-0.6124,3.1101,-0.0749,0.7430,2.9809,-0.4217,0.1737,3.1242,-0.3917,0.2202,3.1059,0.1764,0.1211,3.1337,0.2006,0.2030,3.1093
4.0008,-0.0996,0.2512,3.2457,-0.0836,0.5350,3.0990,-0.0645,0.8088,2.9391,-0.0424,0.8667,2.8765,-0.2344,0.7513,3.0471,-0.3872,0.5454,3.1576,-0.4222,0.3074,3.1145,-0.4174,0.2413,3.1096,0.0954,0.7265,3.0928,0.1604,0.4959,3.2225,0.1951,0.2579,3.1694,0.1840,0.1878,3.1484,-0.1767,0.2512,3.2012,-0.2398,-0.1227,3.0858,-0.2651,-0.5172,3.1964,-0.2513,-0.6089,3.1215,-0.0196,0.2452,3.2095,0.0136,-0.1453,3.1538,-0.0141,-0.5213,3.2321,0.0453,-0.6115,3.1110,-0.0694,0.7418,2.9815,-0.4079,0.1754,3.1114,-0.3824,0.2500,3.0997,0.1807,0.1253,3.1334,0.2053,0.1947,3.1170
4.0668,-0.0970,0.2521,3.2460,-0.0779,0.5350,3.0972,-0.0563,0.8078,2.9342,-0.0355,0.8657,2.8710,-0.2304,0.7517,3.0476,-0.3810,0.5471,3.1592,-0.4108,0.3122,3.1122,-0.3986,0.2483,3.1044,0.1001,0.7274,3.0917,0.1626,0.4978,3.2221,0.1976,0.2599,3.1721,0.1857,0.1887,3.1505,-0.1739,0.2524,3.2014,-0.2486,-0.1316,3.1012,-0.3303,-0.5142,3.2212,-0.3047,-0.6057,3.1278,-0.0174,0.2458,3.2099,0.0131,-0.1435,3.1552,-0.0137,-0.5200,3.2326,0.0449,-0.6108,3.1115,-0.0618,0.7411,2.9775,-0.3876,0.1810,3.0978,-0.3637,0.2290,3.0784,0.1791,0.1219,3.1379,0.2091,0.1722,3.1209
4.1346,-0.0952,0.2526,3.2472,-0.0755,0.5352,3.0966,-0.0536,0.8079,2.9316,-0.0323,0.8652,2.8680,-0.2259,0.7540,3.0452,-0.3718,0.5481,3.1584,-0.3879,0.3168,3.1057,-0.3712,0.2496,3.0954,0.1030,0.7280,3.0918,0.1635,0.4982,3.2223,0.1991,0.2610,3.1732,0.1852,0.1918,3.1538,-0.1720,0.2531,3.2025,-0.2553,-0.1425,3.1266,-0.3561,-0.5187,3.2399,-0.3110,-0.6078,3.1373,-0.0159,0.2462,3.2111,0.0146,-0.1419,3.1594,-0.0124,-0.5175,3.2331,0.0363,-0.6132,3.1121,-0.0592,0.7412,2.9754,-0.3539,0.1794,3.0960,-0.3376,0.2472,3.0757,0.1773,0.1250,3.1497,0.2048,0.1658,3.1303
